invoice_id,invoice_date,due_date,actual_payment_date,customer_name,city,risk_category,product_category,payment_terms_days,invoice_amount,paid_amount,outstanding,days_overdue,aging_bucket,status,credit_limit,credit_utilization,outstanding_ratio,is_high_risk
INV-01723,2023-04-07,2023-04-22,2023-08-17,HealthHub Retail,Chennai,High Risk,Mass Gainer,15,64781.67,0.0,64781.67,117,90+ days,Overdue,210000,0.3085,1.0,1
INV-05558,2023-04-08,2023-05-23,2023-05-23,HealthFirst Retail,Vadodara,Low Risk,Plant Protein,45,53119.65,53119.65,0.0,0,Current,Paid,170000,0.3125,0.0,0
INV-02747,2023-04-08,2023-05-23,2023-05-23,ActiveLife Co,Bangalore,Medium Risk,Collagen,45,18649.13,18649.13,0.0,0,Current,Paid,100000,0.1865,0.0,0
INV-04284,2023-04-08,2023-05-23,2023-05-25,SwiftNutrition,Jaipur,Low Risk,Plant Protein,45,27757.47,27757.47,0.0,0,Current,Paid,175000,0.1586,0.0,0
INV-02989,2023-04-09,2023-05-09,2023-07-20,MuscleZone Retail,Chennai,High Risk,Whey Protein,30,15977.88,0.0,15977.88,72,61-90 days,Overdue,55000,0.2905,0.9999,1
INV-05537,2023-04-09,2023-06-08,2023-06-08,HealthFirst Retail,Vadodara,Low Risk,Plant Protein,60,11019.15,11019.15,0.0,0,Current,Paid,170000,0.0648,0.0,0
INV-02671,2023-04-09,2023-05-09,2023-05-12,VitaWell Distributors,Ahmedabad,Low Risk,Whey Protein,30,25885.22,25885.22,0.0,0,Current,Paid,190000,0.1362,0.0,0
INV-03246,2023-04-09,2023-06-08,2023-06-08,ProHealth Wholesale,Pune,Low Risk,Plant Protein,60,5608.44,5608.44,0.0,0,Current,Paid,130000,0.0431,0.0,0
INV-03524,2023-04-09,2023-05-09,2023-07-21,BodyBuild Dist,Delhi,High Risk,Creatine,30,39895.25,0.0,39895.25,73,61-90 days,Overdue,165000,0.2418,1.0,1
INV-03555,2023-04-09,2023-05-09,2023-05-09,BodyBuild Dist,Delhi,High Risk,Collagen,30,23343.37,23343.37,0.0,0,Current,Paid,165000,0.1415,0.0,0
INV-02219,2023-04-09,2023-04-24,2023-04-24,SportsFuel India,Mumbai,High Risk,Casein Blend,15,14334.8,14334.8,0.0,0,Current,Paid,80000,0.1792,0.0,0
INV-01189,2023-04-10,2023-04-25,2023-08-10,Protein World Ltd,Mumbai,High Risk,Creatine,15,23240.06,0.0,23240.06,107,90+ days,Overdue,95000,0.2446,1.0,1
INV-02344,2023-04-10,2023-05-10,2023-05-10,PowerFit Stores,Delhi,Medium Risk,Soy Isolate,30,59912.84,59912.84,0.0,0,Current,Paid,195000,0.3072,0.0,0
INV-04713,2023-04-10,2023-04-25,2023-08-11,ProZone India,Lucknow,High Risk,Creatine,15,13310.57,0.0,13310.57,108,90+ days,Overdue,60000,0.2218,0.9999,1
INV-05665,2023-04-10,2023-05-25,2023-05-28,SupremeNutrition,Coimbatore,Medium Risk,Casein Blend,45,36723.95,36723.95,0.0,0,Current,Paid,115000,0.3193,0.0,0
INV-01626,2023-04-10,2023-05-10,2023-09-06,HealthHub Retail,Chennai,High Risk,Collagen,30,33535.03,14605.62,18929.41,119,90+ days,Partially Paid,210000,0.1597,0.5644,1
INV-02718,2023-04-11,2023-05-26,2023-05-30,ActiveLife Co,Bangalore,Medium Risk,Mass Gainer,45,23808.73,23808.73,0.0,0,Current,Paid,100000,0.2381,0.0,0
INV-02726,2023-04-11,2023-05-26,2023-05-28,ActiveLife Co,Bangalore,Medium Risk,BCAA,45,20892.62,20892.62,0.0,0,Current,Paid,100000,0.2089,0.0,0
INV-04707,2023-04-11,2023-05-11,2023-05-11,ProZone India,Lucknow,High Risk,Plant Protein,30,14076.58,14076.58,0.0,0,Current,Paid,60000,0.2346,0.0,0
INV-02352,2023-04-11,2023-05-26,2023-09-24,PowerFit Stores,Delhi,Medium Risk,Mass Gainer,45,36191.9,0.0,36191.9,121,90+ days,Overdue,195000,0.1856,1.0,1
INV-01396,2023-04-11,2023-05-26,2023-05-26,NutriMax Wholesale,Bangalore,Medium Risk,Collagen,45,8378.95,8378.95,0.0,0,Current,Paid,140000,0.0598,0.0,0
INV-02780,2023-04-11,2023-05-11,2023-05-11,ActiveLife Co,Bangalore,Medium Risk,BCAA,30,31716.29,31716.29,0.0,0,Current,Paid,100000,0.3172,0.0,0
INV-02828,2023-04-11,2023-05-11,2023-07-19,ActiveLife Co,Bangalore,Medium Risk,Collagen,30,17324.99,0.0,17324.99,69,61-90 days,Overdue,100000,0.1732,0.9999,1
INV-03957,2023-04-11,2023-05-26,2023-05-26,PeakPerform Co,Mumbai,Medium Risk,Mass Gainer,45,20509.06,20509.06,0.0,0,Current,Paid,90000,0.2279,0.0,0
INV-04047,2023-04-11,2023-05-11,2023-07-25,PeakPerform Co,Mumbai,Medium Risk,Soy Isolate,30,26912.18,0.0,26912.18,75,61-90 days,Overdue,90000,0.299,1.0,1
INV-05609,2023-04-11,2023-06-10,2023-06-10,HealthFirst Retail,Vadodara,Low Risk,Collagen,60,53871.05,53871.05,0.0,0,Current,Paid,170000,0.3169,0.0,0
INV-04068,2023-04-12,2023-05-12,2023-06-26,PeakPerform Co,Mumbai,Medium Risk,Creatine,30,10708.75,0.0,10708.75,45,31-60 days,Overdue,90000,0.119,0.9999,0
INV-03241,2023-04-12,2023-05-27,2023-05-28,ProHealth Wholesale,Pune,Low Risk,Whey Protein,45,33998.21,33998.21,0.0,0,Current,Paid,130000,0.2615,0.0,0
INV-01088,2023-04-12,2023-04-27,2023-08-27,Protein World Ltd,Mumbai,High Risk,Soy Isolate,15,7866.05,0.0,7866.05,122,90+ days,Overdue,95000,0.0828,0.9999,1
INV-05816,2023-04-12,2023-05-27,2023-09-17,SupremeNutrition,Coimbatore,Medium Risk,Casein Blend,45,15716.89,0.0,15716.89,113,90+ days,Overdue,115000,0.1367,0.9999,1
INV-04102,2023-04-12,2023-04-27,2023-08-28,IronBody Retail,Kolkata,High Risk,Collagen,15,10802.36,0.0,10802.36,123,90+ days,Overdue,70000,0.1543,0.9999,1
INV-05218,2023-04-12,2023-05-12,2023-05-12,FitZone Wholesale,Indore,Medium Risk,BCAA,30,24873.45,24873.45,0.0,0,Current,Paid,125000,0.199,0.0,0
INV-01815,2023-04-12,2023-05-27,2023-05-27,GymPro Supplements,Pune,Medium Risk,Soy Isolate,45,22577.6,22577.6,0.0,0,Current,Paid,75000,0.301,0.0,0
INV-01680,2023-04-13,2023-05-13,2023-08-02,HealthHub Retail,Chennai,High Risk,Plant Protein,30,15403.46,0.0,15403.46,81,61-90 days,Overdue,210000,0.0733,0.9999,1
INV-03370,2023-04-13,2023-05-28,2023-05-31,FuelUp Nutrition,Mumbai,Medium Risk,Creatine,45,7601.99,7601.99,0.0,0,Current,Paid,85000,0.0894,0.0,0
INV-02975,2023-04-13,2023-05-13,2023-05-13,MuscleZone Retail,Chennai,High Risk,Casein Blend,30,6680.76,6680.76,0.0,0,Current,Paid,55000,0.1215,0.0,0
INV-05051,2023-04-13,2023-05-28,2023-08-09,NutriCare Plus,Nagpur,Low Risk,Creatine,45,46992.59,0.0,46992.59,73,61-90 days,Overdue,155000,0.3032,1.0,1
INV-01722,2023-04-13,2023-05-13,2023-09-06,HealthHub Retail,Chennai,High Risk,Soy Isolate,30,61841.29,0.0,61841.29,116,90+ days,Overdue,210000,0.2945,1.0,1
INV-02442,2023-04-13,2023-05-13,2023-05-13,PowerFit Stores,Delhi,Medium Risk,Mass Gainer,30,32167.25,32167.25,0.0,0,Current,Paid,195000,0.165,0.0,0
INV-01511,2023-04-13,2023-05-28,2023-05-28,NutriMax Wholesale,Bangalore,Medium Risk,Creatine,45,37841.79,37841.79,0.0,0,Current,Paid,140000,0.2703,0.0,0
INV-02646,2023-04-13,2023-05-28,2023-05-28,VitaWell Distributors,Ahmedabad,Low Risk,Whey Protein,45,48166.87,48166.87,0.0,0,Current,Paid,190000,0.2535,0.0,0
INV-02783,2023-04-14,2023-05-29,2023-05-29,ActiveLife Co,Bangalore,Medium Risk,Mass Gainer,45,28886.03,28886.03,0.0,0,Current,Paid,100000,0.2889,0.0,0
INV-05553,2023-04-14,2023-05-14,2023-05-14,HealthFirst Retail,Vadodara,Low Risk,Casein Blend,30,9817.12,9817.12,0.0,0,Current,Paid,170000,0.0577,0.0,0
INV-05468,2023-04-14,2023-04-29,2023-07-07,PowerNutrition Co,Bhopal,High Risk,Whey Protein,15,8652.68,1738.18,6914.5,69,61-90 days,Partially Paid,88000,0.0983,0.799,1
INV-03021,2023-04-14,2023-04-29,2023-08-29,MuscleZone Retail,Chennai,High Risk,Collagen,15,16583.53,0.0,16583.53,122,90+ days,Overdue,55000,0.3015,0.9999,1
INV-01948,2023-04-14,2023-05-14,2023-08-08,GymPro Supplements,Pune,Medium Risk,Casein Blend,30,15297.69,0.0,15297.69,86,61-90 days,Overdue,75000,0.204,0.9999,1
INV-03324,2023-04-15,2023-05-30,2023-07-28,FuelUp Nutrition,Mumbai,Medium Risk,Mass Gainer,45,9057.96,0.0,9057.96,59,31-60 days,Overdue,85000,0.1066,0.9999,0
INV-03628,2023-04-15,2023-05-15,2023-05-15,BodyBuild Dist,Delhi,High Risk,Creatine,30,13967.06,13967.06,0.0,0,Current,Paid,165000,0.0846,0.0,0
INV-05721,2023-04-15,2023-05-15,2023-05-15,SupremeNutrition,Coimbatore,Medium Risk,Plant Protein,30,20239.89,20239.89,0.0,0,Current,Paid,115000,0.176,0.0,0
INV-04153,2023-04-15,2023-05-15,2023-06-11,IronBody Retail,Kolkata,High Risk,Whey Protein,30,19851.83,4078.8,15773.03,27,1-30 days,Partially Paid,70000,0.2836,0.7945,0
INV-03505,2023-04-15,2023-05-15,2023-08-04,BodyBuild Dist,Delhi,High Risk,Collagen,30,35740.81,0.0,35740.81,81,61-90 days,Overdue,165000,0.2166,1.0,1
INV-05002,2023-04-15,2023-06-14,2023-06-16,NutriCare Plus,Nagpur,Low Risk,Collagen,60,9790.66,9790.66,0.0,0,Current,Paid,155000,0.0632,0.0,0
INV-01271,2023-04-16,2023-05-16,2023-07-18,FitLife Distributors,Delhi,High Risk,Soy Isolate,30,46109.43,0.0,46109.43,63,61-90 days,Overdue,180000,0.2562,1.0,1
INV-03602,2023-04-16,2023-05-01,2023-05-05,BodyBuild Dist,Delhi,High Risk,Whey Protein,15,45439.49,45439.49,0.0,0,Current,Paid,165000,0.2754,0.0,0
INV-04360,2023-04-16,2023-06-15,2023-06-18,SwiftNutrition,Jaipur,Low Risk,Plant Protein,60,16915.81,16915.81,0.0,0,Current,Paid,175000,0.0967,0.0,0
INV-03203,2023-04-16,2023-06-15,2023-06-17,ProHealth Wholesale,Pune,Low Risk,Creatine,60,25690.7,25690.7,0.0,0,Current,Paid,130000,0.1976,0.0,0
INV-04881,2023-04-16,2023-05-31,2023-06-02,NutriCare Plus,Nagpur,Low Risk,Collagen,45,40430.37,40430.37,0.0,0,Current,Paid,155000,0.2608,0.0,0
INV-02123,2023-04-16,2023-05-31,2023-05-31,Apex Nutrition,Hyderabad,Low Risk,Plant Protein,45,25011.67,25011.67,0.0,0,Current,Paid,160000,0.1563,0.0,0
INV-01161,2023-04-17,2023-05-17,2023-05-17,Protein World Ltd,Mumbai,High Risk,Mass Gainer,30,28900.18,28900.18,0.0,0,Current,Paid,95000,0.3042,0.0,0
INV-04919,2023-04-17,2023-06-16,2023-06-18,NutriCare Plus,Nagpur,Low Risk,Mass Gainer,60,7281.37,7281.37,0.0,0,Current,Paid,155000,0.047,0.0,0
INV-05246,2023-04-17,2023-05-17,2023-08-26,FitZone Wholesale,Indore,Medium Risk,Creatine,30,23335.09,0.0,23335.09,101,90+ days,Overdue,125000,0.1867,1.0,1
INV-01178,2023-04-17,2023-05-02,2023-09-05,Protein World Ltd,Mumbai,High Risk,Mass Gainer,15,26863.04,0.0,26863.04,126,90+ days,Overdue,95000,0.2828,1.0,1
INV-05369,2023-04-18,2023-05-03,2023-07-03,PowerNutrition Co,Bhopal,High Risk,Collagen,15,11434.77,0.0,11434.77,61,61-90 days,Overdue,88000,0.1299,0.9999,1
INV-02250,2023-04-18,2023-05-18,2023-05-18,SportsFuel India,Mumbai,High Risk,Mass Gainer,30,9750.7,9750.7,0.0,0,Current,Paid,80000,0.1219,0.0,0
INV-02618,2023-04-18,2023-05-18,2023-05-20,VitaWell Distributors,Ahmedabad,Low Risk,Whey Protein,30,27647.65,27647.65,0.0,0,Current,Paid,190000,0.1455,0.0,0
INV-02675,2023-04-18,2023-05-18,2023-05-19,VitaWell Distributors,Ahmedabad,Low Risk,Mass Gainer,30,49332.29,49332.29,0.0,0,Current,Paid,190000,0.2596,0.0,0
INV-01590,2023-04-18,2023-05-18,2023-08-05,HealthHub Retail,Chennai,High Risk,Collagen,30,18816.63,0.0,18816.63,79,61-90 days,Overdue,210000,0.0896,0.9999,1
INV-04436,2023-04-19,2023-06-03,2023-06-07,SwiftNutrition,Jaipur,Low Risk,BCAA,45,55250.17,55250.17,0.0,0,Current,Paid,175000,0.3157,0.0,0
INV-03407,2023-04-19,2023-06-03,2023-08-15,FuelUp Nutrition,Mumbai,Medium Risk,Mass Gainer,45,14842.6,8225.85,6616.75,73,61-90 days,Partially Paid,85000,0.1746,0.4458,1
INV-03075,2023-04-19,2023-06-03,2023-06-07,ProHealth Wholesale,Pune,Low Risk,Mass Gainer,45,19765.44,19765.44,0.0,0,Current,Paid,130000,0.152,0.0,0
INV-03927,2023-04-19,2023-05-19,2023-05-19,PeakPerform Co,Mumbai,Medium Risk,Whey Protein,30,12218.04,12218.04,0.0,0,Current,Paid,90000,0.1358,0.0,0
INV-01724,2023-04-19,2023-05-19,2023-09-11,HealthHub Retail,Chennai,High Risk,Plant Protein,30,56650.8,14271.09,42379.71,115,90+ days,Partially Paid,210000,0.2698,0.7481,1
INV-04751,2023-04-19,2023-05-19,2023-06-23,ProZone India,Lucknow,High Risk,Mass Gainer,30,2897.94,0.0,2897.94,35,31-60 days,Overdue,60000,0.0483,0.9997,0
INV-01440,2023-04-19,2023-05-19,2023-06-17,NutriMax Wholesale,Bangalore,Medium Risk,BCAA,30,39992.14,19665.86,20326.28,29,1-30 days,Partially Paid,140000,0.2857,0.5082,0
INV-03202,2023-04-20,2023-06-19,2023-06-22,ProHealth Wholesale,Pune,Low Risk,Collagen,60,7873.39,7873.39,0.0,0,Current,Paid,130000,0.0606,0.0,0
INV-03286,2023-04-20,2023-05-20,2023-06-24,FuelUp Nutrition,Mumbai,Medium Risk,Mass Gainer,30,14383.6,0.0,14383.6,35,31-60 days,Overdue,85000,0.1692,0.9999,0
INV-03323,2023-04-21,2023-05-21,2023-05-21,FuelUp Nutrition,Mumbai,Medium Risk,Creatine,30,19287.65,19287.65,0.0,0,Current,Paid,85000,0.2269,0.0,0
INV-02337,2023-04-21,2023-05-21,2023-05-25,PowerFit Stores,Delhi,Medium Risk,Plant Protein,30,41412.41,41412.41,0.0,0,Current,Paid,195000,0.2124,0.0,0
INV-02549,2023-04-21,2023-06-20,2023-06-24,VitaWell Distributors,Ahmedabad,Low Risk,Collagen,60,33840.55,33840.55,0.0,0,Current,Paid,190000,0.1781,0.0,0
INV-03188,2023-04-22,2023-05-22,2023-05-24,ProHealth Wholesale,Pune,Low Risk,Whey Protein,30,22477.1,22477.1,0.0,0,Current,Paid,130000,0.1729,0.0,0
INV-01926,2023-04-22,2023-06-06,2023-06-10,GymPro Supplements,Pune,Medium Risk,Soy Isolate,45,7573.4,7573.4,0.0,0,Current,Paid,75000,0.101,0.0,0
INV-04861,2023-04-22,2023-06-06,2023-06-06,NutriCare Plus,Nagpur,Low Risk,Mass Gainer,45,17893.59,17893.59,0.0,0,Current,Paid,155000,0.1154,0.0,0
INV-02965,2023-04-22,2023-05-22,2023-05-22,MuscleZone Retail,Chennai,High Risk,Mass Gainer,30,15840.51,15840.51,0.0,0,Current,Paid,55000,0.288,0.0,0
INV-04519,2023-04-22,2023-05-22,2023-05-22,EliteSports Dist,Surat,Medium Risk,Soy Isolate,30,16284.51,16284.51,0.0,0,Current,Paid,110000,0.148,0.0,0
INV-05001,2023-04-23,2023-06-07,2023-08-02,NutriCare Plus,Nagpur,Low Risk,Soy Isolate,45,45137.39,0.0,45137.39,56,31-60 days,Overdue,155000,0.2912,1.0,0
INV-04527,2023-04-23,2023-05-23,2023-05-23,EliteSports Dist,Surat,Medium Risk,Mass Gainer,30,16048.72,16048.72,0.0,0,Current,Paid,110000,0.1459,0.0,0
INV-03857,2023-04-23,2023-06-22,2023-06-23,NutriGo Stores,Hyderabad,Low Risk,Creatine,60,45172.65,45172.65,0.0,0,Current,Paid,145000,0.3115,0.0,0
INV-02728,2023-04-23,2023-06-07,2023-08-24,ActiveLife Co,Bangalore,Medium Risk,Collagen,45,16612.35,0.0,16612.35,78,61-90 days,Overdue,100000,0.1661,0.9999,1
INV-03527,2023-04-23,2023-05-08,2023-08-26,BodyBuild Dist,Delhi,High Risk,Creatine,15,44261.47,23217.99,21043.48,110,90+ days,Partially Paid,165000,0.2682,0.4754,1
INV-02766,2023-04-23,2023-06-07,2023-07-20,ActiveLife Co,Bangalore,Medium Risk,Creatine,45,20907.73,0.0,20907.73,43,31-60 days,Overdue,100000,0.2091,1.0,0
INV-05174,2023-04-23,2023-06-07,2023-09-01,FitZone Wholesale,Indore,Medium Risk,Collagen,45,32757.27,0.0,32757.27,86,61-90 days,Overdue,125000,0.2621,1.0,1
INV-05535,2023-04-23,2023-06-07,2023-06-07,HealthFirst Retail,Vadodara,Low Risk,Mass Gainer,45,24455.77,24455.77,0.0,0,Current,Paid,170000,0.1439,0.0,0
INV-05651,2023-04-24,2023-06-08,2023-06-10,SupremeNutrition,Coimbatore,Medium Risk,Casein Blend,45,8497.18,8497.18,0.0,0,Current,Paid,115000,0.0739,0.0,0
INV-02423,2023-04-24,2023-05-24,2023-05-25,PowerFit Stores,Delhi,Medium Risk,Mass Gainer,30,39642.46,39642.46,0.0,0,Current,Paid,195000,0.2033,0.0,0
INV-02282,2023-04-24,2023-05-24,2023-08-10,SportsFuel India,Mumbai,High Risk,Plant Protein,30,21175.1,9965.74,11209.36,78,61-90 days,Partially Paid,80000,0.2647,0.5293,1
INV-01760,2023-04-24,2023-05-24,2023-07-28,HealthHub Retail,Chennai,High Risk,Collagen,30,47339.25,23431.96,23907.29,65,61-90 days,Partially Paid,210000,0.2254,0.505,1
INV-01816,2023-04-24,2023-06-08,2023-06-24,GymPro Supplements,Pune,Medium Risk,Creatine,45,17987.83,0.0,17987.83,16,1-30 days,Overdue,75000,0.2398,0.9999,0
INV-05392,2023-04-24,2023-05-24,2023-05-26,PowerNutrition Co,Bhopal,High Risk,Whey Protein,30,9468.75,9468.75,0.0,0,Current,Paid,88000,0.1076,0.0,0
INV-02328,2023-04-24,2023-05-24,2023-05-28,PowerFit Stores,Delhi,Medium Risk,Plant Protein,30,46082.31,46082.31,0.0,0,Current,Paid,195000,0.2363,0.0,0
INV-03720,2023-04-24,2023-06-08,2023-06-08,NutriGo Stores,Hyderabad,Low Risk,BCAA,45,19151.74,19151.74,0.0,0,Current,Paid,145000,0.1321,0.0,0
INV-05486,2023-04-25,2023-06-09,2023-06-11,HealthFirst Retail,Vadodara,Low Risk,BCAA,45,53762.77,53762.77,0.0,0,Current,Paid,170000,0.3162,0.0,0
INV-03403,2023-04-25,2023-06-09,2023-08-22,FuelUp Nutrition,Mumbai,Medium Risk,Creatine,45,4335.8,0.0,4335.8,74,61-90 days,Overdue,85000,0.051,0.9998,1
INV-03816,2023-04-26,2023-06-10,2023-06-10,NutriGo Stores,Hyderabad,Low Risk,Casein Blend,45,18507.36,18507.36,0.0,0,Current,Paid,145000,0.1276,0.0,0
INV-02307,2023-04-26,2023-05-26,2023-05-30,SportsFuel India,Mumbai,High Risk,Whey Protein,30,19316.13,19316.13,0.0,0,Current,Paid,80000,0.2414,0.0,0
INV-03917,2023-04-26,2023-06-10,2023-06-10,PeakPerform Co,Mumbai,Medium Risk,Whey Protein,45,18865.45,18865.45,0.0,0,Current,Paid,90000,0.2096,0.0,0
INV-05375,2023-04-27,2023-05-12,2023-05-12,PowerNutrition Co,Bhopal,High Risk,Soy Isolate,15,3962.37,3962.37,0.0,0,Current,Paid,88000,0.045,0.0,0
INV-04081,2023-04-27,2023-06-11,2023-08-23,PeakPerform Co,Mumbai,Medium Risk,Soy Isolate,45,24925.05,0.0,24925.05,73,61-90 days,Overdue,90000,0.2769,1.0,1
INV-03654,2023-04-27,2023-05-27,2023-05-27,BodyBuild Dist,Delhi,High Risk,Collagen,30,24847.84,24847.84,0.0,0,Current,Paid,165000,0.1506,0.0,0
INV-02964,2023-04-27,2023-05-27,2023-05-28,MuscleZone Retail,Chennai,High Risk,Soy Isolate,30,2483.89,2483.89,0.0,0,Current,Paid,55000,0.0452,0.0,0
INV-01867,2023-04-27,2023-06-11,2023-06-11,GymPro Supplements,Pune,Medium Risk,BCAA,45,11582.69,11582.69,0.0,0,Current,Paid,75000,0.1544,0.0,0
INV-03830,2023-04-27,2023-06-11,2023-10-06,NutriGo Stores,Hyderabad,Low Risk,BCAA,45,46233.81,0.0,46233.81,117,90+ days,Overdue,145000,0.3189,1.0,1
INV-05428,2023-04-27,2023-05-27,2023-07-30,PowerNutrition Co,Bhopal,High Risk,Casein Blend,30,18724.86,0.0,18724.86,64,61-90 days,Overdue,88000,0.2128,0.9999,1
INV-03084,2023-04-28,2023-06-12,2023-06-16,ProHealth Wholesale,Pune,Low Risk,BCAA,45,39703.18,39703.18,0.0,0,Current,Paid,130000,0.3054,0.0,0
INV-03439,2023-04-28,2023-05-28,2023-05-28,FuelUp Nutrition,Mumbai,Medium Risk,Plant Protein,30,9476.47,9476.47,0.0,0,Current,Paid,85000,0.1115,0.0,0
INV-03675,2023-04-28,2023-05-28,2023-09-17,BodyBuild Dist,Delhi,High Risk,Collagen,30,33219.77,0.0,33219.77,112,90+ days,Overdue,165000,0.2013,1.0,1
INV-02950,2023-04-28,2023-05-28,2023-10-01,MuscleZone Retail,Chennai,High Risk,Mass Gainer,30,14284.92,6107.51,8177.41,126,90+ days,Partially Paid,55000,0.2597,0.5724,1
INV-01035,2023-04-28,2023-05-28,2023-08-20,Protein World Ltd,Mumbai,High Risk,Soy Isolate,30,11609.54,0.0,11609.54,84,61-90 days,Overdue,95000,0.1222,0.9999,1
INV-04094,2023-04-28,2023-05-13,2023-06-03,IronBody Retail,Kolkata,High Risk,Whey Protein,15,12555.04,4924.88,7630.16,21,1-30 days,Partially Paid,70000,0.1794,0.6077,0
INV-03430,2023-04-29,2023-05-29,2023-05-29,FuelUp Nutrition,Mumbai,Medium Risk,Whey Protein,30,17379.73,17379.73,0.0,0,Current,Paid,85000,0.2045,0.0,0
INV-01803,2023-04-29,2023-05-29,2023-05-29,GymPro Supplements,Pune,Medium Risk,Casein Blend,30,6455.89,6455.89,0.0,0,Current,Paid,75000,0.0861,0.0,0
INV-04342,2023-04-29,2023-05-29,2023-05-29,SwiftNutrition,Jaipur,Low Risk,Plant Protein,30,49923.38,49923.38,0.0,0,Current,Paid,175000,0.2853,0.0,0
INV-01360,2023-04-29,2023-05-14,2023-08-10,FitLife Distributors,Delhi,High Risk,Mass Gainer,15,56675.33,0.0,56675.33,88,61-90 days,Overdue,180000,0.3149,1.0,1
INV-03853,2023-04-29,2023-06-13,2023-07-20,NutriGo Stores,Hyderabad,Low Risk,Plant Protein,45,10050.4,3058.42,6991.98,37,31-60 days,Partially Paid,145000,0.0693,0.6956,0
INV-05563,2023-04-29,2023-06-13,2023-06-13,HealthFirst Retail,Vadodara,Low Risk,Casein Blend,45,51000.04,51000.04,0.0,0,Current,Paid,170000,0.3,0.0,0
INV-05574,2023-04-29,2023-06-13,2023-06-13,HealthFirst Retail,Vadodara,Low Risk,Creatine,45,24545.93,24545.93,0.0,0,Current,Paid,170000,0.1444,0.0,0
INV-01765,2023-04-29,2023-05-14,2023-07-08,HealthHub Retail,Chennai,High Risk,Collagen,15,19468.05,0.0,19468.05,55,31-60 days,Overdue,210000,0.0927,0.9999,0
INV-01183,2023-04-30,2023-05-30,2023-07-30,Protein World Ltd,Mumbai,High Risk,Creatine,30,12601.66,0.0,12601.66,61,61-90 days,Overdue,95000,0.1326,0.9999,1
INV-03610,2023-04-30,2023-05-15,2023-05-15,BodyBuild Dist,Delhi,High Risk,Whey Protein,15,24801.01,24801.01,0.0,0,Current,Paid,165000,0.1503,0.0,0
INV-05404,2023-04-30,2023-05-30,2023-09-25,PowerNutrition Co,Bhopal,High Risk,Collagen,30,11736.07,0.0,11736.07,118,90+ days,Overdue,88000,0.1334,0.9999,1
INV-05653,2023-04-30,2023-06-14,2023-06-18,SupremeNutrition,Coimbatore,Medium Risk,Collagen,45,17146.65,17146.65,0.0,0,Current,Paid,115000,0.1491,0.0,0
INV-04821,2023-04-30,2023-05-15,2023-05-18,ProZone India,Lucknow,High Risk,BCAA,15,15206.09,15206.09,0.0,0,Current,Paid,60000,0.2534,0.0,0
INV-04826,2023-04-30,2023-05-30,2023-09-16,ProZone India,Lucknow,High Risk,Casein Blend,30,14698.64,0.0,14698.64,109,90+ days,Overdue,60000,0.245,0.9999,1
INV-04812,2023-04-30,2023-05-15,2023-08-23,ProZone India,Lucknow,High Risk,Collagen,15,17385.99,0.0,17385.99,100,90+ days,Overdue,60000,0.2898,0.9999,1
INV-02821,2023-04-30,2023-06-14,2023-06-15,ActiveLife Co,Bangalore,Medium Risk,Plant Protein,45,12227.43,12227.43,0.0,0,Current,Paid,100000,0.1223,0.0,0
INV-01451,2023-05-01,2023-05-31,2023-06-17,NutriMax Wholesale,Bangalore,Medium Risk,Whey Protein,30,43173.12,0.0,43173.12,17,1-30 days,Overdue,140000,0.3084,1.0,0
INV-01707,2023-05-01,2023-05-31,2023-05-31,HealthHub Retail,Chennai,High Risk,BCAA,30,11163.16,11163.16,0.0,0,Current,Paid,210000,0.0532,0.0,0
INV-02276,2023-05-01,2023-05-16,2023-07-24,SportsFuel India,Mumbai,High Risk,Collagen,15,10284.95,3895.45,6389.5,69,61-90 days,Partially Paid,80000,0.1286,0.6212,1
INV-02777,2023-05-01,2023-05-31,2023-05-31,ActiveLife Co,Bangalore,Medium Risk,BCAA,30,16229.78,16229.78,0.0,0,Current,Paid,100000,0.1623,0.0,0
INV-02312,2023-05-01,2023-05-31,2023-08-24,SportsFuel India,Mumbai,High Risk,Creatine,30,9218.9,0.0,9218.9,85,61-90 days,Overdue,80000,0.1152,0.9999,1
INV-04331,2023-05-01,2023-06-15,2023-06-15,SwiftNutrition,Jaipur,Low Risk,Mass Gainer,45,44418.78,44418.78,0.0,0,Current,Paid,175000,0.2538,0.0,0
INV-02053,2023-05-01,2023-06-15,2023-06-18,Apex Nutrition,Hyderabad,Low Risk,Creatine,45,21369.61,21369.61,0.0,0,Current,Paid,160000,0.1336,0.0,0
INV-03387,2023-05-02,2023-06-01,2023-06-01,FuelUp Nutrition,Mumbai,Medium Risk,Creatine,30,14272.68,14272.68,0.0,0,Current,Paid,85000,0.1679,0.0,0
INV-04091,2023-05-02,2023-05-17,2023-05-19,IronBody Retail,Kolkata,High Risk,Plant Protein,15,6235.25,6235.25,0.0,0,Current,Paid,70000,0.0891,0.0,0
INV-04021,2023-05-02,2023-06-16,2023-06-17,PeakPerform Co,Mumbai,Medium Risk,Creatine,45,12448.67,12448.67,0.0,0,Current,Paid,90000,0.1383,0.0,0
INV-01231,2023-05-02,2023-05-17,2023-05-17,FitLife Distributors,Delhi,High Risk,Whey Protein,15,40398.08,40398.08,0.0,0,Current,Paid,180000,0.2244,0.0,0
